dataset,category,split,image_path,mask_path,label_available,is_anomaly,anomaly_type,evaluation_scope,filename,relative_after_split,has_mask
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/021_regular.png,,False,-1,unknown_private,official_server_only,021_regular.png,021_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/022_regular.png,,False,-1,unknown_private,official_server_only,022_regular.png,022_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/023_regular.png,,False,-1,unknown_private,official_server_only,023_regular.png,023_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/024_regular.png,,False,-1,unknown_private,official_server_only,024_regular.png,024_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/025_regular.png,,False,-1,unknown_private,official_server_only,025_regular.png,025_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/026_regular.png,,False,-1,unknown_private,official_server_only,026_regular.png,026_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/027_regular.png,,False,-1,unknown_private,official_server_only,027_regular.png,027_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/028_regular.png,,False,-1,unknown_private,official_server_only,028_regular.png,028_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/029_regular.png,,False,-1,unknown_private,official_server_only,029_regular.png,029_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/030_regular.png,,False,-1,unknown_private,official_server_only,030_regular.png,030_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/031_regular.png,,False,-1,unknown_private,official_server_only,031_regular.png,031_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/032_regular.png,,False,-1,unknown_private,official_server_only,032_regular.png,032_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/033_regular.png,,False,-1,unknown_private,official_server_only,033_regular.png,033_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/034_regular.png,,False,-1,unknown_private,official_server_only,034_regular.png,034_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/035_regular.png,,False,-1,unknown_private,official_server_only,035_regular.png,035_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/036_regular.png,,False,-1,unknown_private,official_server_only,036_regular.png,036_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/037_regular.png,,False,-1,unknown_private,official_server_only,037_regular.png,037_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/038_regular.png,,False,-1,unknown_private,official_server_only,038_regular.png,038_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/039_regular.png,,False,-1,unknown_private,official_server_only,039_regular.png,039_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/040_regular.png,,False,-1,unknown_private,official_server_only,040_regular.png,040_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/041_regular.png,,False,-1,unknown_private,official_server_only,041_regular.png,041_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/042_regular.png,,False,-1,unknown_private,official_server_only,042_regular.png,042_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/043_regular.png,,False,-1,unknown_private,official_server_only,043_regular.png,043_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/044_regular.png,,False,-1,unknown_private,official_server_only,044_regular.png,044_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/045_regular.png,,False,-1,unknown_private,official_server_only,045_regular.png,045_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/046_regular.png,,False,-1,unknown_private,official_server_only,046_regular.png,046_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/047_regular.png,,False,-1,unknown_private,official_server_only,047_regular.png,047_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/048_regular.png,,False,-1,unknown_private,official_server_only,048_regular.png,048_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/049_regular.png,,False,-1,unknown_private,official_server_only,049_regular.png,049_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/050_regular.png,,False,-1,unknown_private,official_server_only,050_regular.png,050_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/051_regular.png,,False,-1,unknown_private,official_server_only,051_regular.png,051_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/052_regular.png,,False,-1,unknown_private,official_server_only,052_regular.png,052_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/053_regular.png,,False,-1,unknown_private,official_server_only,053_regular.png,053_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/054_regular.png,,False,-1,unknown_private,official_server_only,054_regular.png,054_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/055_regular.png,,False,-1,unknown_private,official_server_only,055_regular.png,055_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/056_regular.png,,False,-1,unknown_private,official_server_only,056_regular.png,056_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/057_regular.png,,False,-1,unknown_private,official_server_only,057_regular.png,057_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/058_regular.png,,False,-1,unknown_private,official_server_only,058_regular.png,058_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/059_regular.png,,False,-1,unknown_private,official_server_only,059_regular.png,059_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/060_regular.png,,False,-1,unknown_private,official_server_only,060_regular.png,060_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/061_regular.png,,False,-1,unknown_private,official_server_only,061_regular.png,061_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/062_regular.png,,False,-1,unknown_private,official_server_only,062_regular.png,062_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/063_regular.png,,False,-1,unknown_private,official_server_only,063_regular.png,063_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/064_regular.png,,False,-1,unknown_private,official_server_only,064_regular.png,064_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/065_regular.png,,False,-1,unknown_private,official_server_only,065_regular.png,065_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/066_regular.png,,False,-1,unknown_private,official_server_only,066_regular.png,066_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/067_regular.png,,False,-1,unknown_private,official_server_only,067_regular.png,067_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/068_regular.png,,False,-1,unknown_private,official_server_only,068_regular.png,068_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/069_regular.png,,False,-1,unknown_private,official_server_only,069_regular.png,069_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/070_regular.png,,False,-1,unknown_private,official_server_only,070_regular.png,070_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/071_regular.png,,False,-1,unknown_private,official_server_only,071_regular.png,071_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/072_regular.png,,False,-1,unknown_private,official_server_only,072_regular.png,072_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/073_regular.png,,False,-1,unknown_private,official_server_only,073_regular.png,073_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/074_regular.png,,False,-1,unknown_private,official_server_only,074_regular.png,074_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/075_regular.png,,False,-1,unknown_private,official_server_only,075_regular.png,075_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/076_regular.png,,False,-1,unknown_private,official_server_only,076_regular.png,076_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/077_regular.png,,False,-1,unknown_private,official_server_only,077_regular.png,077_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/078_regular.png,,False,-1,unknown_private,official_server_only,078_regular.png,078_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/079_regular.png,,False,-1,unknown_private,official_server_only,079_regular.png,079_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/080_regular.png,,False,-1,unknown_private,official_server_only,080_regular.png,080_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/081_regular.png,,False,-1,unknown_private,official_server_only,081_regular.png,081_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/082_regular.png,,False,-1,unknown_private,official_server_only,082_regular.png,082_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/083_regular.png,,False,-1,unknown_private,official_server_only,083_regular.png,083_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/084_regular.png,,False,-1,unknown_private,official_server_only,084_regular.png,084_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/085_regular.png,,False,-1,unknown_private,official_server_only,085_regular.png,085_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/086_regular.png,,False,-1,unknown_private,official_server_only,086_regular.png,086_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/087_regular.png,,False,-1,unknown_private,official_server_only,087_regular.png,087_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/088_regular.png,,False,-1,unknown_private,official_server_only,088_regular.png,088_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/089_regular.png,,False,-1,unknown_private,official_server_only,089_regular.png,089_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/090_regular.png,,False,-1,unknown_private,official_server_only,090_regular.png,090_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/091_regular.png,,False,-1,unknown_private,official_server_only,091_regular.png,091_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/092_regular.png,,False,-1,unknown_private,official_server_only,092_regular.png,092_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/093_regular.png,,False,-1,unknown_private,official_server_only,093_regular.png,093_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/094_regular.png,,False,-1,unknown_private,official_server_only,094_regular.png,094_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/095_regular.png,,False,-1,unknown_private,official_server_only,095_regular.png,095_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/096_regular.png,,False,-1,unknown_private,official_server_only,096_regular.png,096_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/097_regular.png,,False,-1,unknown_private,official_server_only,097_regular.png,097_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/098_regular.png,,False,-1,unknown_private,official_server_only,098_regular.png,098_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/099_regular.png,,False,-1,unknown_private,official_server_only,099_regular.png,099_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/100_regular.png,,False,-1,unknown_private,official_server_only,100_regular.png,100_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/101_regular.png,,False,-1,unknown_private,official_server_only,101_regular.png,101_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/102_regular.png,,False,-1,unknown_private,official_server_only,102_regular.png,102_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/103_regular.png,,False,-1,unknown_private,official_server_only,103_regular.png,103_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/104_regular.png,,False,-1,unknown_private,official_server_only,104_regular.png,104_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/105_regular.png,,False,-1,unknown_private,official_server_only,105_regular.png,105_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/106_regular.png,,False,-1,unknown_private,official_server_only,106_regular.png,106_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/107_regular.png,,False,-1,unknown_private,official_server_only,107_regular.png,107_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/108_regular.png,,False,-1,unknown_private,official_server_only,108_regular.png,108_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/109_regular.png,,False,-1,unknown_private,official_server_only,109_regular.png,109_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/110_regular.png,,False,-1,unknown_private,official_server_only,110_regular.png,110_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/111_regular.png,,False,-1,unknown_private,official_server_only,111_regular.png,111_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/112_regular.png,,False,-1,unknown_private,official_server_only,112_regular.png,112_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/113_regular.png,,False,-1,unknown_private,official_server_only,113_regular.png,113_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/114_regular.png,,False,-1,unknown_private,official_server_only,114_regular.png,114_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/115_regular.png,,False,-1,unknown_private,official_server_only,115_regular.png,115_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/116_regular.png,,False,-1,unknown_private,official_server_only,116_regular.png,116_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/117_regular.png,,False,-1,unknown_private,official_server_only,117_regular.png,117_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/118_regular.png,,False,-1,unknown_private,official_server_only,118_regular.png,118_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/119_regular.png,,False,-1,unknown_private,official_server_only,119_regular.png,119_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/120_regular.png,,False,-1,unknown_private,official_server_only,120_regular.png,120_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/121_regular.png,,False,-1,unknown_private,official_server_only,121_regular.png,121_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/122_regular.png,,False,-1,unknown_private,official_server_only,122_regular.png,122_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/123_regular.png,,False,-1,unknown_private,official_server_only,123_regular.png,123_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/124_regular.png,,False,-1,unknown_private,official_server_only,124_regular.png,124_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/125_regular.png,,False,-1,unknown_private,official_server_only,125_regular.png,125_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/126_regular.png,,False,-1,unknown_private,official_server_only,126_regular.png,126_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/127_regular.png,,False,-1,unknown_private,official_server_only,127_regular.png,127_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/128_regular.png,,False,-1,unknown_private,official_server_only,128_regular.png,128_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/129_regular.png,,False,-1,unknown_private,official_server_only,129_regular.png,129_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/130_regular.png,,False,-1,unknown_private,official_server_only,130_regular.png,130_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/131_regular.png,,False,-1,unknown_private,official_server_only,131_regular.png,131_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/132_regular.png,,False,-1,unknown_private,official_server_only,132_regular.png,132_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/133_regular.png,,False,-1,unknown_private,official_server_only,133_regular.png,133_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/134_regular.png,,False,-1,unknown_private,official_server_only,134_regular.png,134_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/135_regular.png,,False,-1,unknown_private,official_server_only,135_regular.png,135_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/136_regular.png,,False,-1,unknown_private,official_server_only,136_regular.png,136_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/137_regular.png,,False,-1,unknown_private,official_server_only,137_regular.png,137_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/138_regular.png,,False,-1,unknown_private,official_server_only,138_regular.png,138_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/139_regular.png,,False,-1,unknown_private,official_server_only,139_regular.png,139_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/140_regular.png,,False,-1,unknown_private,official_server_only,140_regular.png,140_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/141_regular.png,,False,-1,unknown_private,official_server_only,141_regular.png,141_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/142_regular.png,,False,-1,unknown_private,official_server_only,142_regular.png,142_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/143_regular.png,,False,-1,unknown_private,official_server_only,143_regular.png,143_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/144_regular.png,,False,-1,unknown_private,official_server_only,144_regular.png,144_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/145_regular.png,,False,-1,unknown_private,official_server_only,145_regular.png,145_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/146_regular.png,,False,-1,unknown_private,official_server_only,146_regular.png,146_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/147_regular.png,,False,-1,unknown_private,official_server_only,147_regular.png,147_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/148_regular.png,,False,-1,unknown_private,official_server_only,148_regular.png,148_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/149_regular.png,,False,-1,unknown_private,official_server_only,149_regular.png,149_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/150_regular.png,,False,-1,unknown_private,official_server_only,150_regular.png,150_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/151_regular.png,,False,-1,unknown_private,official_server_only,151_regular.png,151_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/152_regular.png,,False,-1,unknown_private,official_server_only,152_regular.png,152_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/153_regular.png,,False,-1,unknown_private,official_server_only,153_regular.png,153_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/154_regular.png,,False,-1,unknown_private,official_server_only,154_regular.png,154_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/155_regular.png,,False,-1,unknown_private,official_server_only,155_regular.png,155_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/156_regular.png,,False,-1,unknown_private,official_server_only,156_regular.png,156_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/157_regular.png,,False,-1,unknown_private,official_server_only,157_regular.png,157_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/158_regular.png,,False,-1,unknown_private,official_server_only,158_regular.png,158_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/159_regular.png,,False,-1,unknown_private,official_server_only,159_regular.png,159_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/160_regular.png,,False,-1,unknown_private,official_server_only,160_regular.png,160_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/161_regular.png,,False,-1,unknown_private,official_server_only,161_regular.png,161_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/162_regular.png,,False,-1,unknown_private,official_server_only,162_regular.png,162_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/163_regular.png,,False,-1,unknown_private,official_server_only,163_regular.png,163_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/164_regular.png,,False,-1,unknown_private,official_server_only,164_regular.png,164_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/165_regular.png,,False,-1,unknown_private,official_server_only,165_regular.png,165_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/166_regular.png,,False,-1,unknown_private,official_server_only,166_regular.png,166_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/167_regular.png,,False,-1,unknown_private,official_server_only,167_regular.png,167_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/168_regular.png,,False,-1,unknown_private,official_server_only,168_regular.png,168_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/169_regular.png,,False,-1,unknown_private,official_server_only,169_regular.png,169_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/170_regular.png,,False,-1,unknown_private,official_server_only,170_regular.png,170_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/171_regular.png,,False,-1,unknown_private,official_server_only,171_regular.png,171_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/172_regular.png,,False,-1,unknown_private,official_server_only,172_regular.png,172_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/173_regular.png,,False,-1,unknown_private,official_server_only,173_regular.png,173_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/174_regular.png,,False,-1,unknown_private,official_server_only,174_regular.png,174_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/175_regular.png,,False,-1,unknown_private,official_server_only,175_regular.png,175_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/176_regular.png,,False,-1,unknown_private,official_server_only,176_regular.png,176_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/177_regular.png,,False,-1,unknown_private,official_server_only,177_regular.png,177_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/178_regular.png,,False,-1,unknown_private,official_server_only,178_regular.png,178_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/179_regular.png,,False,-1,unknown_private,official_server_only,179_regular.png,179_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/180_regular.png,,False,-1,unknown_private,official_server_only,180_regular.png,180_regular.png,False
MVTec AD 2,can,test_private,datasets/MVTec_AD_2/can/test_private/181_regular.png,,False,-1,unknown_private,official_server_only,181_regular.png,181_regular.png,False
